Film Name,Year,Duration,Ratings,Number of Rators,Summary,Votes
1633. State of Siege: Temple Attack,2021,1h 50m,7.7, (9.6K),"Inspired by true events, the film narrates the heroic tale of NSG commandos, who step in to save innocent people when terrorists attack a temple in Gujarat.","9,620"
1634. Irumbu Thirai,2018,2h 40mNot Rated,7.6, (5.3K),A soldier takes on a gang of cyber criminals when money goes missing from his account.,"5,347"
1635. Gold,2018,2h 31mNot Rated,7.3, (15K),The journey of a man who was instrumental in making India win its first Olympic gold medal as a free nation.,"14,582"
1636. Qayamat Se Qayamat Tak,1988,2h 42m,7.4, (11K),"Despite knowing that their respective families are bitter enemies, Raj and Rashmi fall in love with each other and decide to elope.","11,228"
1637. Gauru: Journey of Courage,2018,2h 4m,8.7, (149),"It's a story of a shepherd grandson how he fulfills his grandmother's last wish, who has never been to her native village after marriage.",149
1638. Junglemahal: The Awakening,2023,2h 23m,5.7, (253),Loosely based on real incidents in the monsoon of mid 80s during the uprising of naxalites in eastern ghat range a group of travellers travels through the deep forests to reach the rescue camps. A series of mysterious incidents started taking place around them as the place is not what it seems.,253
1639. Style,2001,2h 37mNot Rated,6.7, (2.2K),"In an attempt to woo the rich women, two prankster-loving men becomes prime suspects of a murder of a woman.","2,220"
1640. Yellow Bus,2023,1h 52m,7.7, (15),"After discovering that her daughter was abandoned to perish in the blistering desert heat on a school bus, an Indian woman residing in the Arabian Gulf sets out on a quest for the truth and justice.",15
1641. Hello Mumbai,2016,1h 47m,3.7, (1.4K),"Ali is an Iranian exchange student from Iran who is studying medicine as a cardio resident in Mumbai. By chance, he saves the life of one of his classmates Karishma, who has attempted suicide. Little by little he tries to talk to Karishma and give her hope and happiness, which eventually leads to the two of them falling in love.","1,355"
1642. Mitron,2018,1h 59mNot Rated,6.9, (2.6K),"In order to bring stability in Jai's life, his father decides to get him married. However, fate has other plans.","2,641"
1643. Akaash Vani,2013,2h 29m,6.4, (2.2K),Follows the love story of a boy and a girl.,"2,188"
1644. The Wife,2021,1h 46m,4.5, (352),Varun and Arya move into a new apartment where they are haunted by a spirit.,352
1645. Vijay,1988,2h 52mNot Rated,5.5, (395),Vijay is a story about people that are bound by relationships of love and friendship and how they become foes and take up weapons against each other.,395
1646. Zakhmi Sipahi,1995,,5.7, (54),"Shakti is an honest police officer out to avenge the death of his father, Gautam Gorakhnath, and the trials and obstacles he faces while he goes through corruption, love, and usual Hindi film masala.",54
1647. Bhonsle,2018,2h 8m,6.8, (1.7K),"Bhonsle is a retired policeman and is living a non-interfering life in a colony dominated by locals, diagnosed with stage 4 brain tumor. When the migrant resident politics take a nasty turn, he chooses to take a stance and deal with it.","1,650"
1648. Bhaskar the Rascal,2015,2h 40m,5.3, (1.1K),"Aadhi and Shivani are children of single-parents who want to enjoy the happiness of a complete family. In order to achieve this, they try to unite their parents but end up in trouble.","1,144"
1649. Har Kisse Ke Hisse: Kaamyaab,2018,1h 49m,7.8, (4.5K),"Sudheer is an actor from the heyday of Bollywood. Years after his retirement, he realizes that he 'retired' on the verge of accomplishing a unique record. He decides to come out of his retirement to complete the round figure of 500.","4,456"
1650. Chal Mere Bhai,2000,2h 16m,4.7, (3.6K),"Vicky, a businessman, loves his younger brother Prem, who spends his time chasing women. The family feels that secretary Sapna will make a good wife for Vicky, but she is already in love with Prem.","3,552"
1651. Kaanchi,2014,2h 31mNot Rated,4.3, (679),The inner power of a woman who represents over one million suppressed youth against injustice in the country.,679
1652. Baasha,1995,2h 25mNot Rated,8.3, (11K),"An auto driver, Manikam, desperately tries to hide his dark underworld side to keep his promise to his father.","11,252"
1653. Josh,2000,2h 42mNot Rated,6.1, (11K),"Max, who lives with his twin sister Shirley in Goa, is enraged when he finds out that she has fallen in love with Rahul, his bitter rival Prakash's younger brother.","10,820"
1654. Genius,2018,2h 45m,5.0, (3.5K),"An orphan, with a brilliant mind, joins RAW and is burdened by the killing of his entire team. Until he doesn't avenge their death, he can't live in peace with his love. So, he hatches a genius plan.","3,521"
1655. 1920: Evil Returns,2012,2h 4mNot Rated,4.9, (2.2K),"A famous poet, Jaidev, meets a woman who has lost her memories. He brings her to his house and tries to help her, but things take an ugly turn when she gets possessed by an evil spirit.","2,196"
1656. Zakhm,1998,2h 5mNot Rated,7.9, (3.5K),"Amidst religious riots, a son deals with his mother's life-threatening injuries, and her last request.","3,453"
1657. Kurukshetra,2000,2h 9mNot Rated,6.1, (1.1K),"ACP Prithviraj is an honest cop. When he arrests the Chief Minister's son for assaulting a girl, the minister tries his best to create havoc in Prithviraj's life.","1,125"
1658. Indi(r)a's Emergency,2023,1h 53m,N/a,,"Indian Prime Minister Indira Gandhi abruptly proclaimed a ""internal emergency"" in June 1975, imprisoning her opponents and stifling the media. The largest democracy in the world endured a virtual dictatorship for 21 months.",N/a
1659. Lupt,2018,1h 50m,4.7, (8.2K),"Haunted by disturbing visions, a workaholic takes a vacation with his family, but a detour leads them to an unsettling stranger and chilling events.","8,244"
1660. Gentleman 2,N/a,,N/a,,N/a,N/a
1661. InCar,2023,,7.7, (103),A kidnapped girl's terrifying journey of survival.,103
1662. Suraj Pe Mangal Bhari,2020,2h 21m,5.9, (3.7K),"In the 1990s, a wedding detective has to perform background checks on prospective grooms. In the time before social media and mobile phones, everything has to be done in person.","3,720"
1663. Agni Pankh,2004,,4.7, (126),"Based on the true story of Air Force personnel in Srinagar, Kashmir.",126
1664. Bahadur: The Brave,2023,1h 30m,6.7, (188),"Having a singular and opportune sociopolitical vision, 'Bahadur- The Brave' dwells into an exciting local story about the Nepalese migrant porters with universal scope, centred around an honest and touching friendship. The film is directed by Diwa Shah, the first-ever debut director's Indian film to win the coveted Kutxabank - New Directors Award at the prestigious 71st San Sebastián International Film Festival. Produced by Hardhyaan Films (Visvesh Singh Sehrawat) and Sinai Pictures (Thomas Ajay Abraham).",188
1665. The Goat Life,2024,,N/a,,"The real-life incident of an Indian migrant worker, Najeeb Muhammad, who goes to Saudi Arabia to earn money. However, in a twist of fate, he finds himself living a slave-like existence, herding goats in the middle of the desert.",N/a
1666. Main Prem Ki Diwani Hoon,2003,3h 17mNot Rated,3.8, (5K),"This is the story of Sanjana, a girl of today's generation full of life and vibrant ecstasy. She lives life on her own terms and gets very upset when her mother Susheela, arranges for her to see a boy leading to a marriage prospect.","5,010"
1667. Pareeksha,2020,2h,8.0, (4.7K),The film revolves around the story of an ordinary rickshaw driver in Bihar who aspires and dreams of providing a maximum possible quality education to his son by making arrangements for him to study at a private English medium school.,"4,686"
1668. Dance Dance,1987,2h 33m,6.0, (358),"Orphaned as kids, Radha and her brother Ramu make their living by dancing and singing in small functions. Ramu makes it big in the music world.",358
1669. Supreme Motherhood: The Journey of Mata Sahib Kaur,2022,1h 40m,9.0, (100),"The story of Mata Sahib Kaur Ji, also known as the Mother of the Khalsa, as she became a strong female leader of the Khalsa nation in 17th and 18th-century India.",100
1670. Beyond the Clouds,2017,2h,6.9, (2.5K),"A hedonistic teenager in Mumbai is busted for dealing drugs and goes to his estranged sister for help, but complications land her in jail.","2,543"
1671. Monalisa,2021,,N/a,,N/a,N/a
1672. Superman,1987,2h 3m,3.7, (383),"A young baby from the doomed planet Krypton is sent to Earth, where he is adopted by an elderly couple in India who name him Shekhar. After growing to an adult and learning about his origins and powers, he goes to the city in search of his school sweetheart, Gita, who has become a newspaper reporter. At the same time, Verma, Shekhar's rival for Gita's affection in their school days, has gone on to become a crime lord and general super-villain. Verma has hatched at plan to become rich by devastating part of India with natural disasters, then buying up all of the abandoned land. Will Superman/Shekhar be able to put a stop to Verma's evil plan? Will he win Gita's heart? Will he keep his double identity a secret?",383
1673. Refugee,2000,3h 27m,5.2, (2.1K),A young man who smuggles illegal weapons and people back and forth over the borders between India and Pakistan falls in love with a young woman whose family he helped.,"2,094"
1674. Kadakh,2019,1h 48m,6.9, (1.8K),"Sunil is home alone when the doorbell rings. The stranger at the door is the husband of Chhaya, a woman that Sunil is having an affair with. The man asks many uncomfortable questions about their affair, becoming more and more intrusive.","1,832"
1675. Aks,2001,3h 4m,5.8, (1.8K),"Raghavan Ghatge, a psychotic terrorist, and Manu Verma, the cop who tracks him down, shoot each other simultaneously, the result being that Raghavan's soul is transferred into Verma's body and vice versa.","1,794"
